,season,round,driver,driver_points,driver_wins,driver_standings_pos
0,1950,1,farina,9.0,1,1
1,1950,1,fagioli,6.0,0,2
2,1950,1,reg_parnell,4.0,0,3
3,1950,1,cabantous,3.0,0,4
4,1950,1,rosier,2.0,0,5
5,1950,1,gerard,0.0,0,6
6,1950,1,harrison,0.0,0,7
7,1950,1,etancelin,0.0,0,8
8,1950,1,hampshire,0.0,0,9
9,1950,1,fry,0.0,0,10
10,1950,1,shawe_taylor,0.0,0,11
11,1950,1,claes,0.0,0,12
12,1950,1,fangio,0.0,0,13
13,1950,1,kelly,0.0,0,14
14,1950,1,bira,0.0,0,15
15,1950,1,murray,0.0,0,16
16,1950,1,crossley,0.0,0,17
17,1950,1,graffenried,0.0,0,18
18,1950,1,chiron,0.0,0,19
19,1950,1,martin,0.0,0,20
20,1950,1,rolt,0.0,0,21
21,1950,1,peter_walker,0.0,0,22
22,1950,1,leslie_johnson,0.0,0,23
23,1950,2,farina,9.0,1,1
24,1950,2,fangio,9.0,1,2
25,1950,2,fagioli,6.0,0,3
26,1950,2,ascari,6.0,0,4
27,1950,2,chiron,4.0,0,5
28,1950,2,reg_parnell,4.0,0,6
29,1950,2,cabantous,3.0,0,7
30,1950,2,sommer,3.0,0,8
31,1950,2,rosier,2.0,0,9
32,1950,2,bira,2.0,0,10
33,1950,2,gerard,0.0,0,11
34,1950,2,claes,0.0,0,12
35,1950,2,harrison,0.0,0,13
36,1950,2,etancelin,0.0,0,14
37,1950,2,hampshire,0.0,0,15
38,1950,2,fry,0.0,0,16
39,1950,2,shawe_taylor,0.0,0,17
40,1950,2,villoresi,0.0,0,18
41,1950,2,gonzalez,0.0,0,19
42,1950,2,kelly,0.0,0,20
43,1950,2,manzon,0.0,0,21
44,1950,2,graffenried,0.0,0,22
45,1950,2,murray,0.0,0,23
46,1950,2,crossley,0.0,0,24
47,1950,2,trintignant,0.0,0,25
48,1950,2,rol,0.0,0,26
49,1950,2,martin,0.0,0,27
50,1950,2,schell,0.0,0,28
51,1950,2,rolt,0.0,0,29
52,1950,2,peter_walker,0.0,0,30
53,1950,3,farina,9.0,1,1
54,1950,3,fangio,9.0,1,2
55,1950,3,parsons,9.0,1,3
56,1950,3,fagioli,6.0,0,4
57,1950,3,ascari,6.0,0,5
58,1950,3,holland,6.0,0,6
59,1950,3,chiron,4.0,0,7
60,1950,3,reg_parnell,4.0,0,8
61,1950,3,rose,4.0,0,9
62,1950,3,cabantous,3.0,0,10
63,1950,3,green,3.0,0,11
64,1950,3,sommer,3.0,0,12
65,1950,3,rosier,2.0,0,13
66,1950,3,bira,2.0,0,14
67,1950,3,bettenhausen,1.0,0,15
68,1950,3,chitwood,1.0,0,16
69,1950,3,gerard,0.0,0,17
70,1950,3,wallard,0.0,0,18
71,1950,3,claes,0.0,0,19
72,1950,3,harrison,0.0,0,20
73,1950,3,faulkner,0.0,0,21
74,1950,3,etancelin,0.0,0,22
75,1950,3,george_connor,0.0,0,23
76,1950,3,hampshire,0.0,0,24
77,1950,3,paul_russo,0.0,0,25
78,1950,3,flaherty,0.0,0,26
79,1950,3,fry,0.0,0,27
80,1950,3,shawe_taylor,0.0,0,28
81,1950,3,fohr,0.0,0,29
82,1950,3,darter,0.0,0,30
83,1950,4,farina,18.0,2,1
84,1950,4,fagioli,12.0,0,2
85,1950,4,fangio,9.0,1,3
86,1950,4,parsons,9.0,1,4
87,1950,4,ascari,6.0,0,5
88,1950,4,holland,6.0,0,6
89,1950,4,rosier,6.0,0,7
90,1950,4,bira,5.0,0,8
91,1950,4,chiron,4.0,0,9
92,1950,4,reg_parnell,4.0,0,10
93,1950,4,rose,4.0,0,11
94,1950,4,sommer,3.0,0,12
95,1950,4,cabantous,3.0,0,13
96,1950,4,green,3.0,0,14
97,1950,4,bonetto,2.0,0,15
98,1950,4,bettenhausen,1.0,0,16
99,1950,4,chitwood,1.0,0,17
100,1950,4,gerard,0.0,0,18
101,1950,4,graffenried,0.0,0,19
102,1950,4,wallard,0.0,0,20
103,1950,4,claes,0.0,0,21
104,1950,4,harrison,0.0,0,22
105,1950,4,faulkner,0.0,0,23
106,1950,4,pagani,0.0,0,24
107,1950,4,etancelin,0.0,0,25
108,1950,4,schell,0.0,0,26
109,1950,4,george_connor,0.0,0,27
110,1950,4,hampshire,0.0,0,28
111,1950,4,paul_russo,0.0,0,29
112,1950,4,flaherty,0.0,0,30
113,1950,5,farina,22.0,2,1
114,1950,5,fagioli,18.0,0,2
115,1950,5,fangio,17.0,2,3
116,1950,5,rosier,10.0,0,4
117,1950,5,parsons,9.0,1,5
118,1950,5,ascari,8.0,0,6
119,1950,5,holland,6.0,0,7
120,1950,5,bira,5.0,0,8
121,1950,5,chiron,4.0,0,9
122,1950,5,reg_parnell,4.0,0,10
123,1950,5,rose,4.0,0,11
124,1950,5,sommer,3.0,0,12
125,1950,5,cabantous,3.0,0,13
126,1950,5,green,3.0,0,14
127,1950,5,bonetto,2.0,0,15
128,1950,5,bettenhausen,1.0,0,16
129,1950,5,chitwood,1.0,0,17
130,1950,5,gerard,0.0,0,18
131,1950,5,villoresi,0.0,0,19
132,1950,5,graffenried,0.0,0,20
133,1950,5,wallard,0.0,0,21
134,1950,5,claes,0.0,0,22
135,1950,5,harrison,0.0,0,23
136,1950,5,faulkner,0.0,0,24
137,1950,5,levegh,0.0,0,25
138,1950,5,pagani,0.0,0,26
139,1950,5,etancelin,0.0,0,27
140,1950,5,schell,0.0,0,28
141,1950,5,george_connor,0.0,0,29
142,1950,5,crossley,0.0,0,30
143,1950,6,fangio,26.0,3,1
144,1950,6,fagioli,24.0,0,2
145,1950,6,farina,22.0,2,3
146,1950,6,rosier,10.0,0,4
147,1950,6,parsons,9.0,1,5
148,1950,6,ascari,8.0,0,6
149,1950,6,holland,6.0,0,7
150,1950,6,bira,5.0,0,8
151,1950,6,chiron,4.0,0,9
152,1950,6,reg_parnell,4.0,0,10
153,1950,6,whitehead,4.0,0,11
154,1950,6,rose,4.0,0,12
155,1950,6,cabantous,3.0,0,13
156,1950,6,sommer,3.0,0,14
157,1950,6,manzon,3.0,0,15
158,1950,6,green,3.0,0,16
159,1950,6,bonetto,2.0,0,17
160,1950,6,etancelin,1.0,0,18
161,1950,6,chaboud,1.0,0,19
162,1950,6,bettenhausen,1.0,0,20
163,1950,6,chitwood,1.0,0,21
164,1950,6,gerard,0.0,0,22
165,1950,6,villoresi,0.0,0,23
166,1950,6,graffenried,0.0,0,24
167,1950,6,pozzi,0.0,0,25
168,1950,6,wallard,0.0,0,26
169,1950,6,claes,0.0,0,27
170,1950,6,levegh,0.0,0,28
171,1950,6,harrison,0.0,0,29
172,1950,6,faulkner,0.0,0,30
173,1950,7,farina,30.0,3,1
174,1950,7,fangio,27.0,3,2
175,1950,7,fagioli,24.0,0,3
176,1950,7,rosier,13.0,0,4
177,1950,7,ascari,11.0,0,5
178,1950,7,parsons,9.0,1,6
179,1950,7,holland,6.0,0,7
180,1950,7,bira,5.0,0,8
181,1950,7,whitehead,4.0,0,9
182,1950,7,chiron,4.0,0,10
183,1950,7,reg_parnell,4.0,0,11
184,1950,7,rose,4.0,0,12
185,1950,7,serafini,3.0,0,13
186,1950,7,cabantous,3.0,0,14
187,1950,7,sommer,3.0,0,15
188,1950,7,manzon,3.0,0,16
189,1950,7,green,3.0,0,17
190,1950,7,etancelin,3.0,0,18
191,1950,7,bonetto,2.0,0,19
192,1950,7,chaboud,1.0,0,20
193,1950,7,bettenhausen,1.0,0,21
194,1950,7,chitwood,1.0,0,22
195,1950,7,graffenried,0.0,0,23
196,1950,7,gerard,0.0,0,24
197,1950,7,villoresi,0.0,0,25
198,1950,7,pozzi,0.0,0,26
199,1950,7,wallard,0.0,0,27
200,1950,7,claes,0.0,0,28
201,1950,7,levegh,0.0,0,29
202,1950,7,harrison,0.0,0,30
203,1951,1,fangio,9.0,1,1
204,1951,1,taruffi,6.0,0,2
205,1951,1,farina,4.0,0,3
206,1951,1,sanesi,3.0,0,4
207,1951,1,graffenried,2.0,0,5
208,1951,1,ascari,0.0,0,6
209,1951,1,chiron,0.0,0,7
210,1951,1,moss,0.0,0,8
211,1951,1,rosier,0.0,0,9
212,1951,1,etancelin,0.0,0,10
213,1951,1,fischer,0.0,0,11
214,1951,1,schell,0.0,0,12
215,1951,1,claes,0.0,0,13
216,1951,1,guy_mairesse,0.0,0,14
217,1951,1,whitehead,0.0,0,15
218,1951,1,louveau,0.0,0,16
219,1951,1,abecassis,0.0,0,17
220,1951,1,cabantous,0.0,0,18
221,1951,1,villoresi,0.0,0,19
222,1951,1,gonzalez,0.0,0,20
223,1951,1,hirt,0.0,0,21
224,1951,2,fangio,9.0,1,1
225,1951,2,wallard,9.0,1,2
226,1951,2,nazaruk,6.0,0,3
227,1951,2,taruffi,6.0,0,4
228,1951,2,farina,4.0,0,5
229,1951,2,linden,3.0,0,6
230,1951,2,sanesi,3.0,0,7
231,1951,2,mcgrath,2.0,0,8
232,1951,2,ball,2.0,0,9
233,1951,2,graffenried,2.0,0,10
234,1951,2,ayulo,2.0,0,11
235,1951,2,ascari,0.0,0,12
236,1951,2,banks,0.0,0,13
237,1951,2,chiron,0.0,0,14
238,1951,2,forberg,0.0,0,15
239,1951,2,darter,0.0,0,16
240,1951,2,moss,0.0,0,17
241,1951,2,rosier,0.0,0,18
242,1951,2,etancelin,0.0,0,19
243,1951,2,fischer,0.0,0,20
244,1951,2,schell,0.0,0,21
245,1951,2,claes,0.0,0,22
246,1951,2,guy_mairesse,0.0,0,23
247,1951,2,bettenhausen,0.0,0,24
248,1951,2,nalon,0.0,0,25
249,1951,2,force,0.0,0,26
250,1951,2,hanks,0.0,0,27
251,1951,2,schindler,0.0,0,28
252,1951,2,rose,0.0,0,29
253,1951,2,faulkner,0.0,0,30
254,1951,3,farina,12.0,1,1
255,1951,3,fangio,10.0,1,2
256,1951,3,wallard,9.0,1,3
257,1951,3,ascari,6.0,0,4
258,1951,3,taruffi,6.0,0,5
259,1951,3,nazaruk,6.0,0,6
260,1951,3,villoresi,4.0,0,7
261,1951,3,rosier,3.0,0,8
262,1951,3,sanesi,3.0,0,9
263,1951,3,linden,3.0,0,10
264,1951,3,mcgrath,2.0,0,11
265,1951,3,cabantous,2.0,0,12
266,1951,3,ball,2.0,0,13
267,1951,3,graffenried,2.0,0,14
268,1951,3,ayulo,2.0,0,15
269,1951,3,banks,0.0,0,16
270,1951,3,andre_pilette,0.0,0,17
271,1951,3,claes,0.0,0,18
272,1951,3,chiron,0.0,0,19
273,1951,3,forberg,0.0,0,20
274,1951,3,darter,0.0,0,21
275,1951,3,levegh,0.0,0,22
276,1951,3,moss,0.0,0,23
277,1951,3,etancelin,0.0,0,24
278,1951,3,fischer,0.0,0,25
279,1951,3,schell,0.0,0,26
280,1951,3,guy_mairesse,0.0,0,27
281,1951,3,bettenhausen,0.0,0,28
282,1951,3,nalon,0.0,0,29
283,1951,3,force,0.0,0,30
284,1951,4,fangio,15.0,2,1
285,1951,4,farina,14.0,1,2
286,1951,4,wallard,9.0,1,3
287,1951,4,ascari,9.0,0,4
288,1951,4,villoresi,8.0,0,5
289,1951,4,taruffi,6.0,0,6
290,1951,4,nazaruk,6.0,0,7
291,1951,4,fagioli,4.0,1,8
292,1951,4,gonzalez,3.0,0,9
293,1951,4,rosier,3.0,0,10
294,1951,4,sanesi,3.0,0,11
295,1951,4,linden,3.0,0,12
296,1951,4,reg_parnell,3.0,0,13
297,1951,4,mcgrath,2.0,0,14
298,1951,4,cabantous,2.0,0,15
299,1951,4,graffenried,2.0,0,16
300,1951,4,ball,2.0,0,17
301,1951,4,ayulo,2.0,0,18
302,1951,4,chiron,0.0,0,19
303,1951,4,banks,0.0,0,20
304,1951,4,andre_pilette,0.0,0,21
305,1951,4,claes,0.0,0,22
306,1951,4,forberg,0.0,0,23
307,1951,4,darter,0.0,0,24
308,1951,4,chaboud,0.0,0,25
309,1951,4,levegh,0.0,0,26
310,1951,4,moss,0.0,0,27
311,1951,4,guy_mairesse,0.0,0,28
312,1951,4,etancelin,0.0,0,29
313,1951,4,fischer,0.0,0,30
314,1951,5,fangio,21.0,2,1
315,1951,5,farina,15.0,1,2
316,1951,5,villoresi,12.0,0,3
317,1951,5,gonzalez,11.0,1,4
318,1951,5,wallard,9.0,1,5
319,1951,5,ascari,9.0,0,6
320,1951,5,taruffi,6.0,0,7
321,1951,5,nazaruk,6.0,0,8
322,1951,5,reg_parnell,5.0,0,9
323,1951,5,fagioli,4.0,1,10
324,1951,5,sanesi,3.0,0,11
325,1951,5,rosier,3.0,0,12
326,1951,5,bonetto,3.0,0,13
327,1951,5,linden,3.0,0,14
328,1951,5,mcgrath,2.0,0,15
329,1951,5,cabantous,2.0,0,16
330,1951,5,graffenried,2.0,0,17
331,1951,5,ball,2.0,0,18
332,1951,5,ayulo,2.0,0,19
333,1951,5,chiron,0.0,0,20
334,1951,5,banks,0.0,0,21
335,1951,5,andre_pilette,0.0,0,22
336,1951,5,claes,0.0,0,23
337,1951,5,forberg,0.0,0,24
338,1951,5,peter_walker,0.0,0,25
339,1951,5,darter,0.0,0,26
340,1951,5,chaboud,0.0,0,27
341,1951,5,levegh,0.0,0,28
342,1951,5,moss,0.0,0,29
343,1951,5,shawe_taylor,0.0,0,30
344,1951,6,fangio,27.0,2,1
345,1951,6,ascari,17.0,1,2
346,1951,6,gonzalez,15.0,1,3
347,1951,6,farina,15.0,1,4
348,1951,6,villoresi,15.0,0,5
349,1951,6,wallard,9.0,1,6
350,1951,6,taruffi,8.0,0,7
351,1951,6,nazaruk,6.0,0,8
352,1951,6,reg_parnell,5.0,0,9
353,1951,6,fagioli,4.0,1,10
354,1951,6,sanesi,3.0,0,11
355,1951,6,rosier,3.0,0,12
356,1951,6,bonetto,3.0,0,13
357,1951,6,linden,3.0,0,14
358,1951,6,mcgrath,2.0,0,15
359,1951,6,cabantous,2.0,0,16
360,1951,6,graffenried,2.0,0,17
361,1951,6,ball,2.0,0,18
362,1951,6,ayulo,2.0,0,19
363,1951,6,chiron,0.0,0,20
364,1951,6,fischer,0.0,0,21
365,1951,6,banks,0.0,0,22
366,1951,6,andre_pilette,0.0,0,23
367,1951,6,claes,0.0,0,24
368,1951,6,manzon,0.0,0,25
369,1951,6,forberg,0.0,0,26
370,1951,6,peter_walker,0.0,0,27
371,1951,6,levegh,0.0,0,28
372,1951,6,darter,0.0,0,29
373,1951,6,chaboud,0.0,0,30
374,1951,7,fangio,27.0,2,1
375,1951,7,ascari,25.0,2,2
376,1951,7,gonzalez,21.0,1,3
377,1951,7,farina,17.0,1,4
378,1951,7,villoresi,15.0,0,5
379,1951,7,taruffi,10.0,0,6
380,1951,7,wallard,9.0,1,7
381,1951,7,nazaruk,6.0,0,8
382,1951,7,bonetto,5.0,0,9
383,1951,7,reg_parnell,5.0,0,10
384,1951,7,fagioli,4.0,1,11
385,1951,7,sanesi,3.0,0,12
386,1951,7,rosier,3.0,0,13
387,1951,7,linden,3.0,0,14
388,1951,7,mcgrath,2.0,0,15
389,1951,7,cabantous,2.0,0,16
390,1951,7,graffenried,2.0,0,17
391,1951,7,ball,2.0,0,18
392,1951,7,ayulo,2.0,0,19
393,1951,7,chiron,0.0,0,20
394,1951,7,fischer,0.0,0,21
395,1951,7,simon,0.0,0,22
396,1951,7,banks,0.0,0,23
397,1951,7,andre_pilette,0.0,0,24
398,1951,7,claes,0.0,0,25
399,1951,7,manzon,0.0,0,26
400,1951,7,forberg,0.0,0,27
401,1951,7,peter_walker,0.0,0,28
402,1951,7,levegh,0.0,0,29
403,1951,7,darter,0.0,0,30
404,1951,8,fangio,31.0,3,1
405,1951,8,ascari,25.0,2,2
406,1951,8,gonzalez,24.0,1,3
407,1951,8,farina,19.0,1,4
408,1951,8,villoresi,15.0,0,5
409,1951,8,taruffi,10.0,0,6
410,1951,8,wallard,9.0,1,7
411,1951,8,bonetto,7.0,0,8
412,1951,8,nazaruk,6.0,0,9
413,1951,8,reg_parnell,5.0,0,10
414,1951,8,fagioli,4.0,1,11
415,1951,8,sanesi,3.0,0,12
416,1951,8,rosier,3.0,0,13
417,1951,8,linden,3.0,0,14
418,1951,8,mcgrath,2.0,0,15
419,1951,8,graffenried,2.0,0,16
420,1951,8,cabantous,2.0,0,17
421,1951,8,ball,2.0,0,18
422,1951,8,ayulo,2.0,0,19
423,1951,8,chiron,0.0,0,20
424,1951,8,fischer,0.0,0,21
425,1951,8,simon,0.0,0,22
426,1951,8,banks,0.0,0,23
427,1951,8,andre_pilette,0.0,0,24
428,1951,8,manzon,0.0,0,25
429,1951,8,claes,0.0,0,26
430,1951,8,forberg,0.0,0,27
431,1951,8,peter_walker,0.0,0,28
432,1951,8,levegh,0.0,0,29
433,1951,8,etancelin,0.0,0,30
434,1952,1,taruffi,9.0,1,1
435,1952,1,fischer,6.0,0,2
436,1952,1,behra,4.0,0,3
437,1952,1,wharton,3.0,0,4
438,1952,1,alan_brown,2.0,0,5
439,1952,1,graffenried,0.0,0,6
440,1952,1,hirt,0.0,0,7
441,1952,1,brandon,0.0,0,8
442,1952,1,bira,0.0,0,9
443,1952,1,farina,0.0,0,10
444,1952,1,simon,0.0,0,11
445,1952,1,schell,0.0,0,12
446,1952,1,moss,0.0,0,13
447,1952,1,macklin,0.0,0,14
448,1952,1,manzon,0.0,0,15
449,1952,1,collins,0.0,0,16
450,1952,1,abecassis,0.0,0,17
451,1952,1,hans_stuck,0.0,0,18
452,1952,1,ulmen,0.0,0,19
453,1952,1,rosier,0.0,0,20
454,1952,1,terra,0.0,0,21
455,1952,2,taruffi,9.0,1,1
456,1952,2,ruttman,8.0,1,2
457,1952,2,fischer,6.0,0,3
458,1952,2,rathmann,6.0,0,4
459,1952,2,behra,4.0,0,5
460,1952,2,hanks,4.0,0,6
461,1952,2,darter,3.0,0,7
462,1952,2,wharton,3.0,0,8
463,1952,2,alan_brown,2.0,0,9
464,1952,2,cross,2.0,0,10
465,1952,2,vukovich,1.0,0,11
466,1952,2,bryan,0.0,0,12
467,1952,2,graffenried,0.0,0,13
468,1952,2,hirt,0.0,0,14
469,1952,2,reece,0.0,0,15
470,1952,2,brandon,0.0,0,16
471,1952,2,george_connor,0.0,0,17
472,1952,2,griffith,0.0,0,18
473,1952,2,parsons,0.0,0,19
474,1952,2,mcgrath,0.0,0,20
475,1952,2,rigsby,0.0,0,21
476,1952,2,james,0.0,0,22
477,1952,2,schindler,0.0,0,23
478,1952,2,fonder,0.0,0,24
479,1952,2,johnson,0.0,0,25
480,1952,2,stevenson,0.0,0,26
481,1952,2,banks,0.0,0,27
482,1952,2,ayulo,0.0,0,28
483,1952,2,mcdowell,0.0,0,29
484,1952,2,bira,0.0,0,30
485,1952,3,taruffi,9.0,1,1
486,1952,3,ascari,9.0,1,2
487,1952,3,ruttman,8.0,1,3
488,1952,3,farina,6.0,0,4
489,1952,3,fischer,6.0,0,5
490,1952,3,rathmann,6.0,0,6
491,1952,3,manzon,4.0,0,7
492,1952,3,behra,4.0,0,8
493,1952,3,hanks,4.0,0,9
494,1952,3,wharton,3.0,0,10
495,1952,3,darter,3.0,0,11
496,1952,3,hawthorn,3.0,0,12
497,1952,3,alan_brown,2.0,0,13
498,1952,3,cross,2.0,0,14
499,1952,3,frere,2.0,0,15
500,1952,3,vukovich,1.0,0,16
501,1952,3,bryan,0.0,0,17
502,1952,3,graffenried,0.0,0,18
503,1952,3,tornaco,0.0,0,19
504,1952,3,hirt,0.0,0,20
505,1952,3,reece,0.0,0,21
506,1952,3,brandon,0.0,0,22
507,1952,3,claes,0.0,0,23
508,1952,3,george_connor,0.0,0,24
509,1952,3,griffith,0.0,0,25
510,1952,3,bira,0.0,0,26
511,1952,3,parsons,0.0,0,27
512,1952,3,macklin,0.0,0,28
513,1952,3,mcgrath,0.0,0,29
514,1952,3,laurent,0.0,0,30
515,1952,4,ascari,18.0,2,1
516,1952,4,taruffi,13.0,1,2
517,1952,4,farina,12.0,0,3
518,1952,4,ruttman,8.0,1,4
519,1952,4,manzon,7.0,0,5
520,1952,4,fischer,6.0,0,6
521,1952,4,rathmann,6.0,0,7
522,1952,4,behra,4.0,0,8
523,1952,4,hanks,4.0,0,9
524,1952,4,hawthorn,3.0,0,10
525,1952,4,wharton,3.0,0,11
526,1952,4,darter,3.0,0,12
527,1952,4,alan_brown,2.0,0,13
528,1952,4,cross,2.0,0,14
529,1952,4,frere,2.0,0,15
530,1952,4,trintignant,2.0,0,16
531,1952,4,vukovich,1.0,0,17
532,1952,4,graffenried,0.0,0,18
533,1952,4,collins,0.0,0,19
534,1952,4,bryan,0.0,0,20
535,1952,4,hirt,0.0,0,21
536,1952,4,tornaco,0.0,0,22
537,1952,4,reece,0.0,0,23
538,1952,4,brandon,0.0,0,24
539,1952,4,claes,0.0,0,25
540,1952,4,etancelin,0.0,0,26
541,1952,4,george_connor,0.0,0,27
542,1952,4,macklin,0.0,0,28
543,1952,4,griffith,0.0,0,29
544,1952,4,bira,0.0,0,30
545,1952,5,ascari,27.0,3,1
546,1952,5,taruffi,19.0,1,2
547,1952,5,farina,12.0,0,3
548,1952,5,ruttman,8.0,1,4
549,1952,5,manzon,7.0,0,5
550,1952,5,hawthorn,7.0,0,6
551,1952,5,fischer,6.0,0,7
552,1952,5,rathmann,6.0,0,8
553,1952,5,behra,4.0,0,9
554,1952,5,hanks,4.0,0,10
555,1952,5,wharton,3.0,0,11
556,1952,5,darter,3.0,0,12
557,1952,5,poore,3.0,0,13
558,1952,5,alan_brown,2.0,0,14
559,1952,5,trintignant,2.0,0,15
560,1952,5,cross,2.0,0,16
561,1952,5,frere,2.0,0,17
562,1952,5,thompson,2.0,0,18
563,1952,5,vukovich,1.0,0,19
564,1952,5,graffenried,0.0,0,20
565,1952,5,collins,0.0,0,21
566,1952,5,bryan,0.0,0,22
567,1952,5,hirt,0.0,0,23
568,1952,5,tornaco,0.0,0,24
569,1952,5,reg_parnell,0.0,0,25
570,1952,5,reece,0.0,0,26
571,1952,5,brandon,0.0,0,27
572,1952,5,claes,0.0,0,28
573,1952,5,etancelin,0.0,0,29
574,1952,5,george_connor,0.0,0,30
575,1952,6,ascari,36.0,4,1
576,1952,6,taruffi,22.0,1,2
577,1952,6,farina,18.0,0,3
578,1952,6,fischer,10.0,0,4
579,1952,6,ruttman,8.0,1,5
580,1952,6,manzon,7.0,0,6
581,1952,6,hawthorn,7.0,0,7
582,1952,6,rathmann,6.0,0,8
583,1952,6,behra,6.0,0,9
584,1952,6,hanks,4.0,0,10
585,1952,6,wharton,3.0,0,11
586,1952,6,darter,3.0,0,12
587,1952,6,poore,3.0,0,13
588,1952,6,alan_brown,2.0,0,14
589,1952,6,trintignant,2.0,0,15
590,1952,6,frere,2.0,0,16
591,1952,6,cross,2.0,0,17
592,1952,6,thompson,2.0,0,18
593,1952,6,vukovich,1.0,0,19
594,1952,6,laurent,0.0,0,20
595,1952,6,graffenried,0.0,0,21
596,1952,6,collins,0.0,0,22
597,1952,6,bryan,0.0,0,23
598,1952,6,hirt,0.0,0,24
599,1952,6,tornaco,0.0,0,25
600,1952,6,reg_parnell,0.0,0,26
601,1952,6,reece,0.0,0,27
602,1952,6,riess,0.0,0,28
603,1952,6,brandon,0.0,0,29
604,1952,6,claes,0.0,0,30
605,1952,7,ascari,36.0,5,1
606,1952,7,farina,24.0,0,2
607,1952,7,taruffi,22.0,1,3
608,1952,7,fischer,10.0,0,4
609,1952,7,hawthorn,10.0,0,5
610,1952,7,manzon,9.0,0,6
611,1952,7,ruttman,8.0,1,7
612,1952,7,rathmann,6.0,0,8
613,1952,7,behra,6.0,0,9
614,1952,7,hanks,4.0,0,10
615,1952,7,villoresi,4.0,0,11
616,1952,7,wharton,3.0,0,12
617,1952,7,darter,3.0,0,13
618,1952,7,poore,3.0,0,14
619,1952,7,alan_brown,2.0,0,15
620,1952,7,trintignant,2.0,0,16
621,1952,7,frere,2.0,0,17
622,1952,7,cross,2.0,0,18
623,1952,7,thompson,2.0,0,19
624,1952,7,vukovich,1.0,0,20
625,1952,7,laurent,0.0,0,21
626,1952,7,graffenried,0.0,0,22
627,1952,7,collins,0.0,0,23
628,1952,7,bryan,0.0,0,24
629,1952,7,hirt,0.0,0,25
630,1952,7,tornaco,0.0,0,26
631,1952,7,duncan_hamilton,0.0,0,27
632,1952,7,reg_parnell,0.0,0,28
633,1952,7,reece,0.0,0,29
634,1952,7,riess,0.0,0,30
635,1952,8,ascari,36.0,6,1
636,1952,8,farina,24.0,0,2
637,1952,8,taruffi,22.0,1,3
638,1952,8,fischer,10.0,0,4
639,1952,8,hawthorn,10.0,0,5
640,1952,8,manzon,9.0,0,6
641,1952,8,ruttman,8.0,1,7
642,1952,8,villoresi,8.0,0,8
643,1952,8,gonzalez,,0,9
644,1952,8,rathmann,6.0,0,10
645,1952,8,behra,6.0,0,11
646,1952,8,hanks,4.0,0,12
647,1952,8,wharton,3.0,0,13
648,1952,8,poore,3.0,0,14
649,1952,8,darter,3.0,0,15
650,1952,8,alan_brown,2.0,0,16
651,1952,8,trintignant,2.0,0,17
652,1952,8,frere,2.0,0,18
653,1952,8,bonetto,2.0,0,19
654,1952,8,cross,2.0,0,20
655,1952,8,thompson,2.0,0,21
656,1952,8,vukovich,1.0,0,22
657,1952,8,laurent,0.0,0,23
658,1952,8,graffenried,0.0,0,24
659,1952,8,simon,0.0,0,25
660,1952,8,collins,0.0,0,26
661,1952,8,bryan,0.0,0,27
662,1952,8,hirt,0.0,0,28
663,1952,8,tornaco,0.0,0,29
664,1952,8,duncan_hamilton,0.0,0,30
665,1953,1,ascari,9.0,1,1
666,1953,1,villoresi,6.0,0,2
667,1953,1,gonzalez,4.0,0,3
668,1953,1,hawthorn,3.0,0,4
669,1953,1,galvez,2.0,0,5
670,1953,1,behra,0.0,0,6
671,1953,1,schell,0.0,0,7
672,1953,1,trintignant,0.0,0,8
673,1953,1,john_barber,0.0,0,9
674,1953,1,alan_brown,0.0,0,10
675,1953,1,manzon,0.0,0,11
676,1953,1,fangio,0.0,0,12
677,1953,1,bonetto,0.0,0,13
678,1953,1,farina,0.0,0,14
679,1953,1,menditeguy,0.0,0,15
680,1953,1,birger,0.0,0,16
681,1953,1,cruz,0.0,0,17
682,1953,2,ascari,9.0,1,1
683,1953,2,vukovich,9.0,1,2
684,1953,2,cross,6.0,0,3
685,1953,2,villoresi,6.0,0,4
686,1953,2,gonzalez,4.0,0,5
687,1953,2,hawthorn,3.0,0,6
688,1953,2,darter,2.0,0,7
689,1953,2,hanks,2.0,0,8
690,1953,2,galvez,2.0,0,9
691,1953,2,mcgrath,2.0,0,10
692,1953,2,paul_russo,,0,11
693,1953,2,agabashian,,0,12
694,1953,2,behra,0.0,0,13
695,1953,2,daywalt,0.0,0,14
696,1953,2,rathmann,0.0,0,15
697,1953,2,johnson,0.0,0,16
698,1953,2,schell,0.0,0,17
699,1953,2,trintignant,0.0,0,18
700,1953,2,john_barber,0.0,0,19
701,1953,2,mccoy,0.0,0,20
702,1953,2,stevenson,0.0,0,21
703,1953,2,hartley,0.0,0,22
704,1953,2,bettenhausen,0.0,0,23
705,1953,2,alan_brown,0.0,0,24
706,1953,2,davies,0.0,0,25
707,1953,2,nalon,0.0,0,26
708,1953,2,bob_scott,0.0,0,27
709,1953,2,scarborough,0.0,0,28
710,1953,2,ayulo,0.0,0,29
711,1953,2,bryan,0.0,0,30
712,1953,3,ascari,17.0,2,1
713,1953,3,vukovich,9.0,1,2
714,1953,3,villoresi,7.0,0,3
715,1953,3,farina,6.0,0,4
716,1953,3,cross,6.0,0,5
717,1953,3,gonzalez,6.0,0,6
718,1953,3,hawthorn,6.0,0,7
719,1953,3,bonetto,2.0,0,8
720,1953,3,darter,2.0,0,9
