,season,round,driver,driver_points,driver_wins,driver_standings_pos
7373,1975,10,hill,0.0,0,23
7374,1975,10,lennep,0.0,0,24
7375,1975,10,palm,0.0,0,25
7376,1975,10,laffite,0.0,0,26
7377,1975,10,wilson_fittipaldi,0.0,0,27
7378,1975,10,tunmer,0.0,0,28
7379,1975,10,ian_scheckter,0.0,0,29
7380,1975,10,jabouille,0.0,0,30
7381,1975,11,lauda,51.0,4,1
7382,1975,11,reutemann,34.0,1,2
7383,1975,11,emerson_fittipaldi,33.0,2,3
7384,1975,11,hunt,25.0,1,4
7385,1975,11,pace,24.0,1,5
7386,1975,11,scheckter,19.0,1,6
7387,1975,11,regazzoni,16.0,0,7
7388,1975,11,mass,,1,8
7389,1975,11,depailler,12.0,0,9
7390,1975,11,laffite,6.0,0,10
7391,1975,11,mario_andretti,5.0,0,11
7392,1975,11,pryce,5.0,0,12
7393,1975,11,donohue,4.0,0,13
7394,1975,11,ickx,3.0,0,14
7395,1975,11,peterson,3.0,0,15
7396,1975,11,brambilla,2.0,0,16
7397,1975,11,jones,2.0,0,17
7398,1975,11,jarier,,0,18
7399,1975,11,brise,1.0,0,19
7400,1975,11,lennep,1.0,0,20
7401,1975,11,lombardi,,0,21
7402,1975,11,stommelen,0.0,0,22
7403,1975,11,watson,0.0,0,23
7404,1975,11,ertl,0.0,0,24
7405,1975,11,evans,0.0,0,25
7406,1975,11,hill,0.0,0,26
7407,1975,11,palm,0.0,0,27
7408,1975,11,wilson_fittipaldi,0.0,0,28
7409,1975,11,tunmer,0.0,0,29
7410,1975,11,ian_scheckter,0.0,0,30
7411,1975,12,lauda,,4,1
7412,1975,12,reutemann,34.0,1,2
7413,1975,12,emerson_fittipaldi,33.0,2,3
7414,1975,12,hunt,28.0,1,4
7415,1975,12,pace,24.0,1,5
7416,1975,12,scheckter,19.0,1,6
7417,1975,12,mass,16.0,1,7
7418,1975,12,regazzoni,16.0,0,8
7419,1975,12,depailler,12.0,0,9
7420,1975,12,pryce,7.0,0,10
7421,1975,12,brambilla,,1,11
7422,1975,12,laffite,6.0,0,12
7423,1975,12,mario_andretti,5.0,0,13
7424,1975,12,peterson,4.0,0,14
7425,1975,12,donohue,4.0,0,15
7426,1975,12,ickx,3.0,0,16
7427,1975,12,jones,2.0,0,17
7428,1975,12,jarier,,0,18
7429,1975,12,brise,1.0,0,19
7430,1975,12,lennep,1.0,0,20
7431,1975,12,lombardi,,0,21
7432,1975,12,stommelen,0.0,0,22
7433,1975,12,watson,0.0,0,23
7434,1975,12,ertl,0.0,0,24
7435,1975,12,evans,0.0,0,25
7436,1975,12,hill,0.0,0,26
7437,1975,12,palm,0.0,0,27
7438,1975,12,wilson_fittipaldi,0.0,0,28
7439,1975,12,tunmer,0.0,0,29
7440,1975,12,ian_scheckter,0.0,0,30
7441,1975,13,lauda,,4,1
7442,1975,13,emerson_fittipaldi,39.0,2,2
7443,1975,13,reutemann,37.0,1,3
7444,1975,13,hunt,30.0,1,4
7445,1975,13,regazzoni,25.0,1,5
7446,1975,13,pace,24.0,1,6
7447,1975,13,scheckter,19.0,1,7
7448,1975,13,mass,16.0,1,8
7449,1975,13,depailler,12.0,0,9
7450,1975,13,pryce,8.0,0,10
7451,1975,13,brambilla,,1,11
7452,1975,13,laffite,6.0,0,12
7453,1975,13,mario_andretti,5.0,0,13
7454,1975,13,peterson,4.0,0,14
7455,1975,13,donohue,4.0,0,15
7456,1975,13,ickx,3.0,0,16
7457,1975,13,jones,2.0,0,17
7458,1975,13,jarier,,0,18
7459,1975,13,brise,1.0,0,19
7460,1975,13,lennep,1.0,0,20
7461,1975,13,lombardi,,0,21
7462,1975,13,stommelen,0.0,0,22
7463,1975,13,ertl,0.0,0,23
7464,1975,13,watson,0.0,0,24
7465,1975,13,evans,0.0,0,25
7466,1975,13,hill,0.0,0,26
7467,1975,13,lunger,0.0,0,27
7468,1975,13,palm,0.0,0,28
7469,1975,13,wilson_fittipaldi,0.0,0,29
7470,1975,13,merzario,0.0,0,30
7471,1975,14,lauda,,5,1
7472,1975,14,emerson_fittipaldi,45.0,2,2
7473,1975,14,reutemann,37.0,1,3
7474,1975,14,hunt,33.0,1,4
7475,1975,14,regazzoni,25.0,1,5
7476,1975,14,pace,24.0,1,6
7477,1975,14,scheckter,20.0,1,7
7478,1975,14,mass,20.0,1,8
7479,1975,14,depailler,12.0,0,9
7480,1975,14,pryce,8.0,0,10
7481,1975,14,brambilla,,1,11
7482,1975,14,laffite,6.0,0,12
7483,1975,14,peterson,6.0,0,13
7484,1975,14,mario_andretti,5.0,0,14
7485,1975,14,donohue,4.0,0,15
7486,1975,14,ickx,3.0,0,16
7487,1975,14,jones,2.0,0,17
7488,1975,14,jarier,,0,18
7489,1975,14,brise,1.0,0,19
7490,1975,14,lennep,1.0,0,20
7491,1975,14,lombardi,,0,21
7492,1975,14,stommelen,0.0,0,22
7493,1975,14,watson,0.0,0,23
7494,1975,14,ertl,0.0,0,24
7495,1975,14,stuck,0.0,0,25
7496,1975,14,evans,0.0,0,26
7497,1975,14,wilson_fittipaldi,0.0,0,27
7498,1975,14,hill,0.0,0,28
7499,1975,14,lunger,0.0,0,29
7500,1975,14,palm,0.0,0,30
7501,1976,1,lauda,9.0,1,1
7502,1976,1,depailler,6.0,0,2
7503,1976,1,pryce,4.0,0,3
7504,1976,1,stuck,3.0,0,4
7505,1976,1,scheckter,2.0,0,5
7506,1976,1,mass,1.0,0,6
7507,1976,1,regazzoni,0.0,0,7
7508,1976,1,ickx,0.0,0,8
7509,1976,1,zorzi,0.0,0,9
7510,1976,1,pace,0.0,0,10
7511,1976,1,hoffmann,0.0,0,11
7512,1976,1,reutemann,0.0,0,12
7513,1976,1,emerson_fittipaldi,0.0,0,13
7514,1976,1,lombardi,0.0,0,14
7515,1976,1,jarier,0.0,0,15
7516,1976,1,hunt,0.0,0,16
7517,1976,1,brambilla,0.0,0,17
7518,1976,1,laffite,0.0,0,18
7519,1976,1,peterson,0.0,0,19
7520,1976,1,mario_andretti,0.0,0,20
7521,1976,1,watson,0.0,0,21
7522,1976,1,ashley,0.0,0,22
7523,1976,2,lauda,18.0,2,1
7524,1976,2,depailler,6.0,0,2
7525,1976,2,hunt,6.0,0,3
7526,1976,2,mass,5.0,0,4
7527,1976,2,scheckter,5.0,0,5
7528,1976,2,pryce,4.0,0,6
7529,1976,2,stuck,3.0,0,7
7530,1976,2,watson,2.0,0,8
7531,1976,2,mario_andretti,1.0,0,9
7532,1976,2,regazzoni,0.0,0,10
7533,1976,2,ickx,0.0,0,11
7534,1976,2,brambilla,0.0,0,12
7535,1976,2,zorzi,0.0,0,13
7536,1976,2,pace,0.0,0,14
7537,1976,2,evans,0.0,0,15
7538,1976,2,hoffmann,0.0,0,16
7539,1976,2,lunger,0.0,0,17
7540,1976,2,reutemann,0.0,0,18
7541,1976,2,emerson_fittipaldi,0.0,0,19
7542,1976,2,leclere,0.0,0,20
7543,1976,2,amon,0.0,0,21
7544,1976,2,lombardi,0.0,0,22
7545,1976,2,ertl,0.0,0,23
7546,1976,2,jarier,0.0,0,24
7547,1976,2,laffite,0.0,0,25
7548,1976,2,peterson,0.0,0,26
7549,1976,2,ashley,0.0,0,27
7550,1976,2,nilsson,0.0,0,28
7551,1976,2,ian_scheckter,0.0,0,29
7552,1976,3,lauda,24.0,2,1
7553,1976,3,depailler,10.0,0,2
7554,1976,3,regazzoni,9.0,1,3
7555,1976,3,mass,7.0,0,4
7556,1976,3,hunt,6.0,0,5
7557,1976,3,scheckter,5.0,0,6
7558,1976,3,pryce,4.0,0,7
7559,1976,3,stuck,3.0,0,8
7560,1976,3,laffite,3.0,0,9
7561,1976,3,watson,2.0,0,10
7562,1976,3,emerson_fittipaldi,1.0,0,11
7563,1976,3,mario_andretti,1.0,0,12
7564,1976,3,jarier,0.0,0,13
7565,1976,3,amon,0.0,0,14
7566,1976,3,ickx,0.0,0,15
7567,1976,3,brambilla,0.0,0,16
7568,1976,3,pace,0.0,0,17
7569,1976,3,zorzi,0.0,0,18
7570,1976,3,peterson,0.0,0,19
7571,1976,3,evans,0.0,0,20
7572,1976,3,hoffmann,0.0,0,21
7573,1976,3,lunger,0.0,0,22
7574,1976,3,reutemann,0.0,0,23
7575,1976,3,leclere,0.0,0,24
7576,1976,3,lombardi,0.0,0,25
7577,1976,3,ertl,0.0,0,26
7578,1976,3,jones,0.0,0,27
7579,1976,3,nilsson,0.0,0,28
7580,1976,3,ashley,0.0,0,29
7581,1976,3,merzario,0.0,0,30
7582,1976,4,lauda,30.0,2,1
7583,1976,4,hunt,15.0,1,2
7584,1976,4,depailler,10.0,0,3
7585,1976,4,regazzoni,9.0,1,4
7586,1976,4,mass,7.0,0,5
7587,1976,4,scheckter,5.0,0,6
7588,1976,4,pryce,4.0,0,7
7589,1976,4,nilsson,4.0,0,8
7590,1976,4,stuck,3.0,0,9
7591,1976,4,laffite,3.0,0,10
7592,1976,4,reutemann,3.0,0,11
7593,1976,4,amon,2.0,0,12
7594,1976,4,watson,2.0,0,13
7595,1976,4,pace,1.0,0,14
7596,1976,4,emerson_fittipaldi,1.0,0,15
7597,1976,4,mario_andretti,1.0,0,16
7598,1976,4,ickx,0.0,0,17
7599,1976,4,jarier,0.0,0,18
7600,1976,4,brambilla,0.0,0,19
7601,1976,4,jones,0.0,0,20
7602,1976,4,zorzi,0.0,0,21
7603,1976,4,leclere,0.0,0,22
7604,1976,4,peterson,0.0,0,23
7605,1976,4,evans,0.0,0,24
7606,1976,4,hoffmann,0.0,0,25
7607,1976,4,lunger,0.0,0,26
7608,1976,4,perkins,0.0,0,27
7609,1976,4,lombardi,0.0,0,28
7610,1976,4,ertl,0.0,0,29
7611,1976,4,merzario,0.0,0,30
7612,1976,5,lauda,39.0,3,1
7613,1976,5,regazzoni,15.0,1,2
7614,1976,5,hunt,15.0,1,3
7615,1976,5,depailler,10.0,0,4
7616,1976,5,mass,8.0,0,5
7617,1976,5,scheckter,8.0,0,6
7618,1976,5,laffite,7.0,0,7
7619,1976,5,pryce,4.0,0,8
7620,1976,5,nilsson,4.0,0,9
7621,1976,5,stuck,3.0,0,10
7622,1976,5,reutemann,3.0,0,11
7623,1976,5,watson,2.0,0,12
7624,1976,5,amon,2.0,0,13
7625,1976,5,jones,2.0,0,14
7626,1976,5,pace,1.0,0,15
7627,1976,5,emerson_fittipaldi,1.0,0,16
7628,1976,5,mario_andretti,1.0,0,17
7629,1976,5,ickx,0.0,0,18
7630,1976,5,jarier,0.0,0,19
7631,1976,5,perkins,0.0,0,20
7632,1976,5,brambilla,0.0,0,21
7633,1976,5,zorzi,0.0,0,22
7634,1976,5,leclere,0.0,0,23
7635,1976,5,peterson,0.0,0,24
7636,1976,5,evans,0.0,0,25
7637,1976,5,lunger,0.0,0,26
7638,1976,5,hoffmann,0.0,0,27
7639,1976,5,kessel,0.0,0,28
7640,1976,5,lombardi,0.0,0,29
7641,1976,5,ertl,0.0,0,30
7642,1976,6,lauda,48.0,4,1
7643,1976,6,regazzoni,15.0,1,2
7644,1976,6,hunt,15.0,1,3
7645,1976,6,depailler,14.0,0,4
7646,1976,6,scheckter,14.0,0,5
7647,1976,6,mass,10.0,0,6
7648,1976,6,laffite,7.0,0,7
7649,1976,6,stuck,6.0,0,8
7650,1976,6,pryce,4.0,0,9
7651,1976,6,nilsson,4.0,0,10
7652,1976,6,reutemann,3.0,0,11
7653,1976,6,watson,2.0,0,12
7654,1976,6,amon,2.0,0,13
7655,1976,6,jones,2.0,0,14
7656,1976,6,emerson_fittipaldi,2.0,0,15
7657,1976,6,pace,1.0,0,16
7658,1976,6,mario_andretti,1.0,0,17
7659,1976,6,jarier,0.0,0,18
7660,1976,6,ickx,0.0,0,19
7661,1976,6,perkins,0.0,0,20
7662,1976,6,brambilla,0.0,0,21
7663,1976,6,zorzi,0.0,0,22
7664,1976,6,leclere,0.0,0,23
7665,1976,6,peterson,0.0,0,24
7666,1976,6,evans,0.0,0,25
7667,1976,6,lunger,0.0,0,26
7668,1976,6,hoffmann,0.0,0,27
7669,1976,6,kessel,0.0,0,28
7670,1976,6,lombardi,0.0,0,29
7671,1976,6,ertl,0.0,0,30
7672,1976,7,lauda,52.0,4,1
7673,1976,7,scheckter,23.0,1,2
7674,1976,7,depailler,20.0,0,3
7675,1976,7,hunt,17.0,1,4
7676,1976,7,regazzoni,16.0,1,5
7677,1976,7,laffite,10.0,0,6
7678,1976,7,mass,10.0,0,7
7679,1976,7,stuck,6.0,0,8
7680,1976,7,pryce,4.0,0,9
7681,1976,7,nilsson,4.0,0,10
7682,1976,7,reutemann,3.0,0,11
7683,1976,7,watson,2.0,0,12
7684,1976,7,amon,2.0,0,13
7685,1976,7,jones,2.0,0,14
7686,1976,7,emerson_fittipaldi,2.0,0,15
7687,1976,7,pace,1.0,0,16
7688,1976,7,mario_andretti,1.0,0,17
7689,1976,7,jarier,0.0,0,18
7690,1976,7,ickx,0.0,0,19
7691,1976,7,peterson,0.0,0,20
7692,1976,7,brambilla,0.0,0,21
7693,1976,7,perkins,0.0,0,22
7694,1976,7,zorzi,0.0,0,23
7695,1976,7,leclere,0.0,0,24
7696,1976,7,evans,0.0,0,25
7697,1976,7,lunger,0.0,0,26
7698,1976,7,hoffmann,0.0,0,27
7699,1976,7,kessel,0.0,0,28
7700,1976,7,merzario,0.0,0,29
7701,1976,7,lombardi,0.0,0,30
7702,1976,8,lauda,52.0,4,1
7703,1976,8,hunt,26.0,2,2
7704,1976,8,depailler,26.0,0,3
7705,1976,8,scheckter,24.0,1,4
7706,1976,8,regazzoni,16.0,1,5
7707,1976,8,laffite,10.0,0,6
7708,1976,8,mass,10.0,0,7
7709,1976,8,watson,6.0,0,8
7710,1976,8,stuck,6.0,0,9
7711,1976,8,pryce,4.0,0,10
7712,1976,8,nilsson,4.0,0,11
7713,1976,8,pace,4.0,0,12
7714,1976,8,reutemann,3.0,0,13
7715,1976,8,mario_andretti,3.0,0,14
7716,1976,8,amon,2.0,0,15
7717,1976,8,jones,2.0,0,16
7718,1976,8,emerson_fittipaldi,2.0,0,17
7719,1976,8,jarier,0.0,0,18
7720,1976,8,ickx,0.0,0,19
7721,1976,8,peterson,0.0,0,20
7722,1976,8,brambilla,0.0,0,21
7723,1976,8,perkins,0.0,0,22
7724,1976,8,merzario,0.0,0,23
7725,1976,8,zorzi,0.0,0,24
7726,1976,8,leclere,0.0,0,25
7727,1976,8,evans,0.0,0,26
7728,1976,8,lunger,0.0,0,27
7729,1976,8,hoffmann,0.0,0,28
7730,1976,8,kessel,0.0,0,29
7731,1976,8,lombardi,0.0,0,30
7732,1976,9,lauda,61.0,5,1
7733,1976,9,scheckter,30.0,1,2
7734,1976,9,hunt,26.0,2,3
7735,1976,9,depailler,26.0,0,4
7736,1976,9,regazzoni,16.0,1,5
7737,1976,9,watson,10.0,0,6
7738,1976,9,laffite,10.0,0,7
7739,1976,9,mass,10.0,0,8
7740,1976,9,pryce,7.0,0,9
7741,1976,9,stuck,6.0,0,10
7742,1976,9,nilsson,4.0,0,11
7743,1976,9,pace,4.0,0,12
7744,1976,9,jones,4.0,0,13
7745,1976,9,reutemann,3.0,0,14
7746,1976,9,mario_andretti,3.0,0,15
7747,1976,9,emerson_fittipaldi,3.0,0,16
7748,1976,9,amon,2.0,0,17
7749,1976,9,jarier,0.0,0,18
7750,1976,9,ickx,0.0,0,19
7751,1976,9,peterson,0.0,0,20
7752,1976,9,ertl,0.0,0,21
7753,1976,9,brambilla,0.0,0,22
7754,1976,9,perkins,0.0,0,23
7755,1976,9,merzario,0.0,0,24
7756,1976,9,zorzi,0.0,0,25
7757,1976,9,leclere,0.0,0,26
7758,1976,9,evans,0.0,0,27
7759,1976,9,lunger,0.0,0,28
7760,1976,9,hoffmann,0.0,0,29
7761,1976,9,kessel,0.0,0,30
7762,1976,10,lauda,61.0,5,1
7763,1976,10,scheckter,36.0,1,2
7764,1976,10,hunt,35.0,3,3
7765,1976,10,depailler,26.0,0,4
7766,1976,10,regazzoni,16.0,1,5
7767,1976,10,mass,14.0,0,6
7768,1976,10,watson,10.0,0,7
7769,1976,10,laffite,10.0,0,8
7770,1976,10,pryce,7.0,0,9
7771,1976,10,pace,7.0,0,10
7772,1976,10,nilsson,6.0,0,11
7773,1976,10,stuck,6.0,0,12
7774,1976,10,jones,4.0,0,13
7775,1976,10,reutemann,3.0,0,14
7776,1976,10,mario_andretti,3.0,0,15
7777,1976,10,emerson_fittipaldi,3.0,0,16
7778,1976,10,amon,2.0,0,17
7779,1976,10,stommelen,1.0,0,18
7780,1976,10,jarier,0.0,0,19
7781,1976,10,ickx,0.0,0,20
7782,1976,10,peterson,0.0,0,21
7783,1976,10,ertl,0.0,0,22
7784,1976,10,brambilla,0.0,0,23
7785,1976,10,perkins,0.0,0,24
7786,1976,10,merzario,0.0,0,25
7787,1976,10,zorzi,0.0,0,26
7788,1976,10,leclere,0.0,0,27
7789,1976,10,evans,0.0,0,28
7790,1976,10,lunger,0.0,0,29
7791,1976,10,hoffmann,0.0,0,30
7792,1976,11,lauda,61.0,5,1
7793,1976,11,hunt,38.0,3,2
7794,1976,11,scheckter,36.0,1,3
7795,1976,11,depailler,26.0,0,4
7796,1976,11,watson,19.0,1,5
7797,1976,11,regazzoni,16.0,1,6
7798,1976,11,laffite,16.0,0,7
7799,1976,11,mass,14.0,0,8
7800,1976,11,nilsson,10.0,0,9
7801,1976,11,pryce,7.0,0,10
7802,1976,11,pace,7.0,0,11
7803,1976,11,stuck,6.0,0,12
7804,1976,11,mario_andretti,5.0,0,13
7805,1976,11,jones,4.0,0,14
7806,1976,11,reutemann,3.0,0,15
7807,1976,11,emerson_fittipaldi,3.0,0,16
7808,1976,11,amon,2.0,0,17
7809,1976,11,peterson,1.0,0,18
7810,1976,11,stommelen,1.0,0,19
7811,1976,11,jarier,0.0,0,20
7812,1976,11,ickx,0.0,0,21
7813,1976,11,ertl,0.0,0,22
7814,1976,11,brambilla,0.0,0,23
7815,1976,11,perkins,0.0,0,24
7816,1976,11,merzario,0.0,0,25
7817,1976,11,pescarolo,0.0,0,26
7818,1976,11,zorzi,0.0,0,27
7819,1976,11,leclere,0.0,0,28
7820,1976,11,lunger,0.0,0,29
7821,1976,11,evans,0.0,0,30
7822,1976,12,lauda,61.0,5,1
7823,1976,12,hunt,47.0,4,2
7824,1976,12,scheckter,38.0,1,3
7825,1976,12,depailler,26.0,0,4
7826,1976,12,regazzoni,22.0,1,5
7827,1976,12,watson,19.0,1,6
7828,1976,12,laffite,16.0,0,7
7829,1976,12,mass,14.0,0,8
7830,1976,12,nilsson,10.0,0,9
7831,1976,12,pryce,10.0,0,10
7832,1976,12,mario_andretti,9.0,0,11
7833,1976,12,pace,7.0,0,12
7834,1976,12,stuck,6.0,0,13
7835,1976,12,jones,4.0,0,14
7836,1976,12,reutemann,3.0,0,15
7837,1976,12,emerson_fittipaldi,3.0,0,16
7838,1976,12,amon,2.0,0,17
7839,1976,12,peterson,1.0,0,18
7840,1976,12,brambilla,1.0,0,19
7841,1976,12,stommelen,1.0,0,20
7842,1976,12,jarier,0.0,0,21
7843,1976,12,ickx,0.0,0,22
7844,1976,12,ertl,0.0,0,23
7845,1976,12,perkins,0.0,0,24
7846,1976,12,pescarolo,0.0,0,25
7847,1976,12,merzario,0.0,0,26
7848,1976,12,zorzi,0.0,0,27
7849,1976,12,leclere,0.0,0,28
7850,1976,12,lunger,0.0,0,29
7851,1976,12,evans,0.0,0,30
7852,1976,13,lauda,64.0,5,1
7853,1976,13,hunt,47.0,4,2
7854,1976,13,scheckter,40.0,1,3
7855,1976,13,regazzoni,28.0,1,4
7856,1976,13,depailler,27.0,0,5
7857,1976,13,laffite,20.0,0,6
7858,1976,13,watson,19.0,1,7
7859,1976,13,mass,14.0,0,8
7860,1976,13,peterson,10.0,1,9
7861,1976,13,nilsson,10.0,0,10
7862,1976,13,pryce,10.0,0,11
7863,1976,13,mario_andretti,9.0,0,12
7864,1976,13,pace,7.0,0,13
7865,1976,13,stuck,6.0,0,14
7866,1976,13,jones,4.0,0,15
7867,1976,13,reutemann,3.0,0,16
7868,1976,13,emerson_fittipaldi,3.0,0,17
7869,1976,13,amon,2.0,0,18
7870,1976,13,brambilla,1.0,0,19
7871,1976,13,stommelen,1.0,0,20
7872,1976,13,jarier,0.0,0,21
7873,1976,13,ickx,0.0,0,22
7874,1976,13,ertl,0.0,0,23
7875,1976,13,perkins,0.0,0,24
7876,1976,13,pescarolo,0.0,0,25
7877,1976,13,merzario,0.0,0,26
7878,1976,13,zorzi,0.0,0,27
7879,1976,13,leclere,0.0,0,28
7880,1976,13,lunger,0.0,0,29
7881,1976,13,evans,0.0,0,30
7882,1976,14,lauda,64.0,5,1
7883,1976,14,hunt,56.0,5,2
7884,1976,14,scheckter,43.0,1,3
7885,1976,14,depailler,33.0,0,4
7886,1976,14,regazzoni,29.0,1,5
7887,1976,14,laffite,20.0,0,6
7888,1976,14,watson,19.0,1,7
7889,1976,14,mass,16.0,0,8
7890,1976,14,mario_andretti,13.0,0,9
7891,1976,14,peterson,10.0,1,10
7892,1976,14,nilsson,10.0,0,11
7893,1976,14,pryce,10.0,0,12
7894,1976,14,pace,7.0,0,13
7895,1976,14,stuck,6.0,0,14
7896,1976,14,jones,4.0,0,15
7897,1976,14,reutemann,3.0,0,16
7898,1976,14,emerson_fittipaldi,3.0,0,17
7899,1976,14,amon,2.0,0,18
7900,1976,14,brambilla,1.0,0,19
7901,1976,14,stommelen,1.0,0,20
7902,1976,14,jarier,0.0,0,21
7903,1976,14,ickx,0.0,0,22
7904,1976,14,ertl,0.0,0,23
7905,1976,14,perkins,0.0,0,24
7906,1976,14,pescarolo,0.0,0,25
7907,1976,14,merzario,0.0,0,26
7908,1976,14,zorzi,0.0,0,27
7909,1976,14,leclere,0.0,0,28
7910,1976,14,lunger,0.0,0,29
7911,1976,14,evans,0.0,0,30
7912,1976,15,lauda,68.0,5,1
7913,1976,15,hunt,65.0,6,2
7914,1976,15,scheckter,49.0,1,3
7915,1976,15,depailler,33.0,0,4
7916,1976,15,regazzoni,29.0,1,5
7917,1976,15,watson,20.0,1,6
7918,1976,15,laffite,20.0,0,7
7919,1976,15,mass,19.0,0,8
7920,1976,15,mario_andretti,13.0,0,9
7921,1976,15,peterson,10.0,1,10
7922,1976,15,nilsson,10.0,0,11
7923,1976,15,pryce,10.0,0,12
7924,1976,15,stuck,8.0,0,13
7925,1976,15,pace,7.0,0,14
7926,1976,15,jones,4.0,0,15
7927,1976,15,reutemann,3.0,0,16
7928,1976,15,emerson_fittipaldi,3.0,0,17
7929,1976,15,amon,2.0,0,18
7930,1976,15,brambilla,1.0,0,19
7931,1976,15,stommelen,1.0,0,20
7932,1976,15,jarier,0.0,0,21
7933,1976,15,ickx,0.0,0,22
7934,1976,15,ertl,0.0,0,23
7935,1976,15,perkins,0.0,0,24
7936,1976,15,pescarolo,0.0,0,25
7937,1976,15,merzario,0.0,0,26
7938,1976,15,zorzi,0.0,0,27
7939,1976,15,leclere,0.0,0,28
7940,1976,15,lunger,0.0,0,29
7941,1976,15,evans,0.0,0,30
7942,1976,16,hunt,69.0,6,1
7943,1976,16,lauda,68.0,5,2
7944,1976,16,scheckter,49.0,1,3
7945,1976,16,depailler,39.0,0,4
7946,1976,16,regazzoni,31.0,1,5
7947,1976,16,mario_andretti,22.0,1,6
7948,1976,16,watson,20.0,1,7
7949,1976,16,laffite,20.0,0,8
7950,1976,16,mass,19.0,0,9
7951,1976,16,nilsson,11.0,0,10
7952,1976,16,peterson,10.0,1,11
7953,1976,16,pryce,10.0,0,12
7954,1976,16,stuck,8.0,0,13
7955,1976,16,pace,7.0,0,14
7956,1976,16,jones,7.0,0,15
7957,1976,16,reutemann,3.0,0,16
7958,1976,16,emerson_fittipaldi,3.0,0,17
7959,1976,16,amon,2.0,0,18
7960,1976,16,brambilla,1.0,0,19
7961,1976,16,stommelen,1.0,0,20
7962,1976,16,ertl,0.0,0,21
7963,1976,16,jarier,0.0,0,22
7964,1976,16,ickx,0.0,0,23
7965,1976,16,perkins,0.0,0,24
7966,1976,16,pescarolo,0.0,0,25
7967,1976,16,merzario,0.0,0,26
7968,1976,16,takahara,0.0,0,27
7969,1976,16,zorzi,0.0,0,28
7970,1976,16,leclere,0.0,0,29
7971,1976,16,lunger,0.0,0,30
7972,1977,1,scheckter,9.0,1,1
7973,1977,1,pace,6.0,0,2
7974,1977,1,reutemann,4.0,0,3
7975,1977,1,emerson_fittipaldi,3.0,0,4
7976,1977,1,mario_andretti,2.0,0,5
7977,1977,1,regazzoni,1.0,0,6
7978,1977,1,brambilla,0.0,0,7
7979,1977,1,ian_scheckter,0.0,0,8
7980,1977,1,pryce,0.0,0,9
7981,1977,1,watson,0.0,0,10
7982,1977,1,ribeiro,0.0,0,11
7983,1977,1,laffite,0.0,0,12
7984,1977,1,depailler,0.0,0,13
7985,1977,1,hunt,0.0,0,14
7986,1977,1,mass,0.0,0,15
7987,1977,1,peterson,0.0,0,16
7988,1977,1,hoffmann,0.0,0,17
7989,1977,1,lauda,0.0,0,18
7990,1977,1,binder,0.0,0,19
7991,1977,1,zorzi,0.0,0,20
7992,1977,1,nilsson,0.0,0,21
7993,1977,2,reutemann,13.0,1,1
7994,1977,2,scheckter,9.0,1,2
7995,1977,2,pace,6.0,0,3
7996,1977,2,hunt,6.0,0,4
7997,1977,2,emerson_fittipaldi,6.0,0,5
7998,1977,2,lauda,4.0,0,6
7999,1977,2,mario_andretti,2.0,0,7
8000,1977,2,nilsson,2.0,0,8
8001,1977,2,regazzoni,1.0,0,9
8002,1977,2,zorzi,1.0,0,10
8003,1977,2,hoffmann,0.0,0,11
8004,1977,2,brambilla,0.0,0,12
8005,1977,2,ian_scheckter,0.0,0,13
8006,1977,2,pryce,0.0,0,14
8007,1977,2,watson,0.0,0,15
8008,1977,2,binder,0.0,0,16
8009,1977,2,ribeiro,0.0,0,17
8010,1977,2,laffite,0.0,0,18
8011,1977,2,depailler,0.0,0,19
8012,1977,2,mass,0.0,0,20
8013,1977,2,peterson,0.0,0,21
8014,1977,2,perkins,0.0,0,22
8015,1977,3,scheckter,15.0,1,1
8016,1977,3,reutemann,13.0,1,2
8017,1977,3,lauda,13.0,1,3
8018,1977,3,hunt,9.0,0,4
8019,1977,3,pace,6.0,0,5
8020,1977,3,emerson_fittipaldi,6.0,0,6
8021,1977,3,depailler,4.0,0,7
8022,1977,3,nilsson,2.0,0,8
8023,1977,3,mario_andretti,2.0,0,9
8024,1977,3,mass,2.0,0,10
8025,1977,3,regazzoni,1.0,0,11
8026,1977,3,watson,1.0,0,12
8027,1977,3,zorzi,1.0,0,13
8028,1977,3,brambilla,0.0,0,14
8029,1977,3,hoffmann,0.0,0,15
8030,1977,3,binder,0.0,0,16
8031,1977,3,lunger,0.0,0,17
8032,1977,3,perkins,0.0,0,18
8033,1977,3,ian_scheckter,0.0,0,19
8034,1977,3,pryce,0.0,0,20
8035,1977,3,ribeiro,0.0,0,21
8036,1977,3,laffite,0.0,0,22
8037,1977,3,peterson,0.0,0,23
8038,1977,3,stuck,0.0,0,24
8039,1977,3,hayje,0.0,0,25
8040,1977,4,lauda,19.0,1,1
8041,1977,4,scheckter,19.0,1,2
8042,1977,4,reutemann,13.0,1,3
8043,1977,4,mario_andretti,11.0,1,4
8044,1977,4,hunt,9.0,0,5
8045,1977,4,emerson_fittipaldi,8.0,0,6
8046,1977,4,depailler,7.0,0,7
8047,1977,4,pace,6.0,0,8
8048,1977,4,nilsson,2.0,0,9
8049,1977,4,mass,2.0,0,10
8050,1977,4,regazzoni,1.0,0,11
8051,1977,4,watson,1.0,0,12
8052,1977,4,zorzi,1.0,0,13
8053,1977,4,jarier,1.0,0,14
